amenity,latitude,longitude
fast_food,51.272837,6.777859
fast_food,51.1872839,6.7083268
fast_food,51.201133,6.775155
fast_food,51.2072434,6.7563452
fast_food,51.1642039,6.9352141
fast_food,51.2264007,6.7753939
fast_food,51.2502815,6.7642069
fast_food,51.2032802,6.7829483
fast_food,51.1755832,6.8346175
fast_food,51.2363433,6.7813157
fast_food,51.2368401,6.7796616
fast_food,51.2363046,6.7815347
fast_food,51.2260953,6.7724057
fast_food,51.2634275,6.7758817
fast_food,51.2369005,6.7792168
fast_food,51.2137707,6.7755761
fast_food,51.2416388,6.7377422
fast_food,51.2671587,6.7786959
fast_food,51.2475993,6.7830792
fast_food,51.2474349,6.7830785
fast_food,51.1786833,6.8274644
fast_food,51.2396339,6.7807041
fast_food,51.2411305,6.7821117
fast_food,51.238099,6.733183
fast_food,51.2321809,6.720979
fast_food,51.2284772,6.6998559
fast_food,51.1660364,6.846036
fast_food,51.2098126,6.7764347
fast_food,51.2284449,6.6974407
fast_food,51.2281897,6.6987845
fast_food,51.2254862,6.6989735
fast_food,51.2110287,6.7678614
fast_food,51.2112707,6.7633906
fast_food,51.2188301,6.8123609
fast_food,51.2309214,6.7462579
fast_food,51.2333982,6.7475965
fast_food,51.2532323,6.8021435
fast_food,51.216192,6.6932492
fast_food,51.2128442,6.6826364
fast_food,51.2142032,6.7571215
fast_food,51.1977997,6.6947153
fast_food,51.1979436,6.6932006
fast_food,51.208237,6.8299851
fast_food,51.2064989,6.8322289
fast_food,51.2073015,6.8309829
fast_food,51.2019147,6.8368274
fast_food,51.2012102,6.8393755
fast_food,51.1680676,6.9295793
fast_food,51.1906097,6.8164715
fast_food,51.2264719,6.7866854
fast_food,51.2414183,6.8262708
fast_food,51.2628396,6.8159914
fast_food,51.2192154,6.7862822
fast_food,51.2417721,6.8214518
fast_food,51.2137559,6.7763898
fast_food,51.1688812,6.9348434
fast_food,51.1689878,6.9393589
fast_food,51.2234796,6.7731225
fast_food,51.2337815,6.7897484
fast_food,51.2860382,6.7386963
fast_food,51.2106576,6.7770363
fast_food,51.260065,6.7408141
fast_food,51.2897807,6.7956039
fast_food,51.2594579,6.8026693
fast_food,51.1995009,6.7903567
fast_food,51.2324172,6.7234506
fast_food,51.237631,6.8597291
fast_food,51.1938313,6.8851051
fast_food,51.1934984,6.8860726
fast_food,51.2276379,6.771139
fast_food,51.2084636,6.7751825
fast_food,51.2085912,6.7753329
fast_food,51.2078662,6.7607603
fast_food,51.207725,6.7607449
fast_food,51.210496,6.7631846
fast_food,51.2077684,6.7607095
fast_food,51.2109994,6.7687519
fast_food,51.1886229,6.8434895
fast_food,51.1536182,6.8765029
fast_food,51.2189786,6.7879377
fast_food,51.3008944,6.8614475
fast_food,51.2281694,6.8135318
fast_food,51.2564437,6.7801938
fast_food,51.197939,6.8901901
fast_food,51.2255512,6.8030442
fast_food,51.2503499,6.7646451
fast_food,51.2954946,6.8523218
fast_food,51.2094286,6.7820637
fast_food,51.23729,6.7894511
fast_food,51.2300875,6.8002749
fast_food,51.2144924,6.7875712
fast_food,51.2209416,6.7849215
fast_food,51.1756829,6.9273026
fast_food,51.2958568,6.8316387
fast_food,51.2958216,6.8314683
fast_food,51.2958643,6.8313423
fast_food,51.1979499,6.8153126
fast_food,51.2267942,6.7876723
fast_food,51.2802994,6.7813261
fast_food,51.2631536,6.7759629
fast_food,51.2958279,6.8308333
fast_food,51.1662898,6.7339863
fast_food,51.143639,6.8971315
fast_food,51.2599049,6.7535334
fast_food,51.2119871,6.7347769
fast_food,51.2260292,6.7754426
fast_food,51.1885491,6.692406
fast_food,51.2288699,6.815365
fast_food,51.2866628,6.7820453
fast_food,51.1890164,6.8452153
fast_food,51.209983,6.8039433
fast_food,51.2140453,6.7562015
fast_food,51.164528,6.8726195
fast_food,51.2264134,6.7736403
fast_food,51.1693835,6.7475089
fast_food,51.2964434,6.8503468
fast_food,51.2779779,6.7645633
fast_food,51.2649284,6.7622446
fast_food,51.1984292,6.7834997
fast_food,51.2265936,6.7753663
fast_food,51.2222485,6.7054582
fast_food,51.2483013,6.7412628
fast_food,51.2439903,6.6974519
fast_food,51.2079867,6.7768317
fast_food,51.219633,6.7939026
fast_food,51.2272634,6.8120974
fast_food,51.2188411,6.7765327
fast_food,51.227162,6.7031293
fast_food,51.2377013,6.7204391
fast_food,51.2384537,6.7205834
fast_food,51.2122547,6.7583833
fast_food,51.3077062,6.8575703
fast_food,51.2034405,6.682943
fast_food,51.2977404,6.8574766
fast_food,51.2890374,6.8422009
fast_food,51.3415499,6.828424
fast_food,51.2278348,6.7895546
fast_food,51.2236146,6.8633586
fast_food,51.2975096,6.8575292
fast_food,51.3086318,6.8572873
fast_food,51.2251692,6.7742751
fast_food,51.158186,6.7780028
fast_food,51.2391544,6.7896706
fast_food,51.2418898,6.7900488
fast_food,51.2241705,6.7962899
fast_food,51.2009595,6.6876952
fast_food,51.1949983,6.69738
fast_food,51.2283438,6.6989954
fast_food,51.2429914,6.697464
fast_food,51.2414741,6.7276306
fast_food,51.2186821,6.7831329
fast_food,51.1693665,6.6856652
fast_food,51.146667,6.7029744
fast_food,51.2594218,6.8165928
fast_food,51.2619437,6.810959
fast_food,51.2631192,6.817781
fast_food,51.2630752,6.817499
fast_food,51.2158594,6.6940722
fast_food,51.21652,6.8258667
fast_food,51.2295034,6.7748429
fast_food,51.1251879,6.7288759
fast_food,51.1992243,6.7889405
fast_food,51.2078692,6.7776966
fast_food,51.2098052,6.8280284
fast_food,51.2375847,6.7894025
fast_food,51.2309058,6.6850127
fast_food,51.2221102,6.7888267
fast_food,51.2978718,6.8301921
fast_food,51.2985411,6.8300414
fast_food,51.183344,6.6822564
fast_food,51.2224729,6.7076064
fast_food,51.3030035,6.8450333
fast_food,51.1808215,6.6876856
fast_food,51.1898363,6.9217474
fast_food,51.163557,6.7524732
fast_food,51.2143804,6.6928996
