,latitude,longitude,cafe,fast_food
53,51.216799999999786,6.781400000000033,18.0,12.0
54,51.216799999999786,6.782400000000034,15.0,13.0
55,51.216799999999786,6.783400000000034,16.0,14.0
56,51.216799999999786,6.784400000000034,17.0,23.0
57,51.216799999999786,6.785400000000035,19.0,27.0
58,51.216799999999786,6.786400000000035,19.0,29.0
59,51.216799999999786,6.787400000000035,18.0,27.0
60,51.217799999999784,6.778400000000032,26.0,9.0
61,51.217799999999784,6.779400000000033,26.0,10.0
62,51.217799999999784,6.780400000000033,22.0,10.0
63,51.217799999999784,6.781400000000033,19.0,10.0
64,51.217799999999784,6.782400000000034,16.0,12.0
65,51.217799999999784,6.783400000000034,16.0,12.0
66,51.217799999999784,6.784400000000034,17.0,21.0
67,51.217799999999784,6.785400000000035,19.0,25.0
68,51.217799999999784,6.786400000000035,19.0,27.0
69,51.217799999999784,6.787400000000035,16.0,25.0
70,51.21879999999978,6.778400000000032,27.0,11.0
71,51.21879999999978,6.779400000000033,27.0,12.0
72,51.21879999999978,6.780400000000033,23.0,13.0
73,51.21879999999978,6.781400000000033,21.0,13.0
74,51.21879999999978,6.782400000000034,18.0,15.0
75,51.21879999999978,6.783400000000034,19.0,16.0
76,51.21879999999978,6.784400000000034,20.0,25.0
77,51.21879999999978,6.785400000000035,22.0,29.0
78,51.21879999999978,6.786400000000035,22.0,31.0
79,51.21879999999978,6.787400000000035,18.0,28.0
80,51.21979999999978,6.778400000000032,25.0,7.0
81,51.21979999999978,6.779400000000033,25.0,8.0
82,51.21979999999978,6.780400000000033,21.0,9.0
83,51.21979999999978,6.781400000000033,19.0,9.0
84,51.21979999999978,6.782400000000034,17.0,11.0
85,51.21979999999978,6.783400000000034,18.0,12.0
86,51.21979999999978,6.784400000000034,18.0,17.0
87,51.21979999999978,6.785400000000035,18.0,21.0
88,51.21979999999978,6.786400000000035,18.0,24.0
89,51.21979999999978,6.787400000000035,14.0,21.0
90,51.22079999999978,6.778400000000032,24.0,7.0
91,51.22079999999978,6.779400000000033,24.0,8.0
92,51.22079999999978,6.780400000000033,21.0,9.0
93,51.22079999999978,6.781400000000033,20.0,9.0
94,51.22079999999978,6.782400000000034,17.0,11.0
95,51.22079999999978,6.783400000000034,18.0,11.0
96,51.22079999999978,6.784400000000034,17.0,15.0
97,51.22079999999978,6.785400000000035,18.0,19.0
98,51.22079999999978,6.786400000000035,18.0,22.0
99,51.22079999999978,6.787400000000035,14.0,19.0
100,51.2117999999998,6.777400000000032,13.0,10.0
101,51.212799999999795,6.777400000000032,13.0,8.0
102,51.21379999999979,6.777400000000032,15.0,8.0
103,51.21479999999979,6.777400000000032,13.0,8.0
104,51.21579999999979,6.777400000000032,15.0,7.0
105,51.216799999999786,6.777400000000032,19.0,8.0
106,51.217799999999784,6.777400000000032,21.0,7.0
107,51.21879999999978,6.777400000000032,21.0,7.0
108,51.21979999999978,6.777400000000032,19.0,4.0
109,51.22079999999978,6.777400000000032,18.0,4.0
110,51.21479999999979,6.788400000000036,19.0,24.0
111,51.21479999999979,6.789400000000036,19.0,23.0
112,51.21479999999979,6.790400000000036,17.0,22.0
113,51.21479999999979,6.791400000000037,16.0,22.0
114,51.21479999999979,6.792400000000037,16.0,19.0
115,51.21479999999979,6.793400000000037,14.0,18.0
116,51.21479999999979,6.794400000000038,11.0,12.0
117,51.21479999999979,6.795400000000038,11.0,6.0
118,51.21579999999979,6.788400000000036,17.0,23.0
119,51.21579999999979,6.789400000000036,17.0,22.0
120,51.21579999999979,6.790400000000036,15.0,21.0
121,51.21579999999979,6.791400000000037,14.0,21.0
122,51.21579999999979,6.792400000000037,13.0,19.0
123,51.21579999999979,6.793400000000037,10.0,19.0
124,51.21579999999979,6.794400000000038,7.0,13.0
125,51.21579999999979,6.795400000000038,6.0,7.0
126,51.216799999999786,6.788400000000036,14.0,25.0
127,51.216799999999786,6.789400000000036,14.0,24.0
128,51.216799999999786,6.790400000000036,12.0,23.0
129,51.216799999999786,6.791400000000037,11.0,23.0
130,51.216799999999786,6.792400000000037,10.0,21.0
131,51.216799999999786,6.793400000000037,7.0,21.0
132,51.216799999999786,6.794400000000038,6.0,13.0
133,51.216799999999786,6.795400000000038,5.0,7.0
134,51.217799999999784,6.788400000000036,12.0,23.0
135,51.217799999999784,6.789400000000036,12.0,22.0
136,51.217799999999784,6.790400000000036,10.0,22.0
137,51.217799999999784,6.791400000000037,9.0,23.0
138,51.217799999999784,6.792400000000037,10.0,21.0
139,51.217799999999784,6.793400000000037,8.0,21.0
140,51.217799999999784,6.794400000000038,6.0,13.0
141,51.217799999999784,6.795400000000038,5.0,7.0
142,51.21879999999978,6.788400000000036,13.0,24.0
143,51.21879999999978,6.789400000000036,13.0,23.0
144,51.21879999999978,6.790400000000036,11.0,22.0
145,51.21879999999978,6.791400000000037,9.0,23.0
146,51.21879999999978,6.792400000000037,10.0,21.0
147,51.21879999999978,6.793400000000037,8.0,21.0
148,51.21879999999978,6.794400000000038,7.0,13.0
149,51.21879999999978,6.795400000000038,6.0,7.0
150,51.21979999999978,6.788400000000036,9.0,18.0
151,51.21979999999978,6.789400000000036,9.0,17.0
152,51.21979999999978,6.790400000000036,8.0,16.0
153,51.21979999999978,6.791400000000037,6.0,17.0
154,51.21979999999978,6.792400000000037,7.0,15.0
155,51.21979999999978,6.793400000000037,5.0,15.0
156,51.21979999999978,6.794400000000038,5.0,12.0
157,51.21979999999978,6.795400000000038,6.0,7.0
158,51.22079999999978,6.788400000000036,9.0,16.0
159,51.22079999999978,6.789400000000036,9.0,16.0
160,51.22079999999978,6.790400000000036,8.0,16.0
161,51.22079999999978,6.791400000000037,6.0,17.0
162,51.22079999999978,6.792400000000037,7.0,15.0
163,51.22079999999978,6.793400000000037,5.0,16.0
164,51.22079999999978,6.794400000000038,6.0,14.0
165,51.22079999999978,6.795400000000038,6.0,9.0
166,51.221799999999774,6.786400000000035,13.0,18.0
167,51.221799999999774,6.787400000000035,10.0,16.0
168,51.221799999999774,6.788400000000036,5.0,13.0
169,51.221799999999774,6.789400000000036,5.0,13.0
170,51.221799999999774,6.790400000000036,4.0,13.0
171,51.221799999999774,6.791400000000037,2.0,14.0
172,51.221799999999774,6.792400000000037,4.0,14.0
173,51.221799999999774,6.793400000000037,4.0,15.0
174,51.221799999999774,6.794400000000038,5.0,14.0
175,51.221799999999774,6.795400000000038,5.0,9.0
176,51.22279999999977,6.786400000000035,11.0,17.0
177,51.22279999999977,6.787400000000035,8.0,15.0
178,51.22279999999977,6.788400000000036,4.0,12.0
179,51.22279999999977,6.789400000000036,4.0,13.0
180,51.22279999999977,6.790400000000036,4.0,13.0
181,51.22279999999977,6.791400000000037,2.0,14.0
182,51.22279999999977,6.792400000000037,4.0,14.0
183,51.22279999999977,6.793400000000037,4.0,15.0
184,51.22279999999977,6.794400000000038,5.0,13.0
185,51.22279999999977,6.795400000000038,5.0,8.0
186,51.22379999999977,6.786400000000035,11.0,13.0
187,51.22379999999977,6.787400000000035,8.0,11.0
188,51.22379999999977,6.788400000000036,4.0,8.0
189,51.22379999999977,6.789400000000036,4.0,9.0
190,51.22379999999977,6.790400000000036,4.0,8.0
191,51.22379999999977,6.791400000000037,2.0,9.0
192,51.22379999999977,6.792400000000037,4.0,9.0
193,51.22379999999977,6.793400000000037,4.0,9.0
194,51.22379999999977,6.794400000000038,5.0,7.0
195,51.22379999999977,6.795400000000038,4.0,6.0
196,51.199799999999826,6.819400000000046,3.0,0.0
197,51.199799999999826,6.820400000000046,4.0,2.0
198,51.199799999999826,6.821400000000047,5.0,3.0
199,51.199799999999826,6.822400000000047,4.0,4.0
200,51.199799999999826,6.823400000000047,5.0,4.0
201,51.199799999999826,6.824400000000048,5.0,5.0
202,51.199799999999826,6.825400000000048,5.0,5.0
203,51.199799999999826,6.826400000000048,5.0,5.0
204,51.199799999999826,6.827400000000049,5.0,7.0
205,51.199799999999826,6.828400000000049,6.0,8.0
206,51.20079999999982,6.819400000000046,3.0,1.0
207,51.20079999999982,6.820400000000046,4.0,3.0
208,51.20079999999982,6.821400000000047,5.0,4.0
209,51.20079999999982,6.822400000000047,4.0,5.0
210,51.20079999999982,6.823400000000047,5.0,5.0
211,51.20079999999982,6.824400000000048,5.0,6.0
212,51.20079999999982,6.825400000000048,5.0,6.0
213,51.20079999999982,6.826400000000048,5.0,6.0
214,51.20079999999982,6.827400000000049,5.0,8.0
215,51.20079999999982,6.828400000000049,5.0,8.0
216,51.20179999999982,6.819400000000046,3.0,1.0
217,51.20179999999982,6.820400000000046,4.0,3.0
218,51.20179999999982,6.821400000000047,5.0,4.0
219,51.20179999999982,6.822400000000047,4.0,5.0
220,51.20179999999982,6.823400000000047,5.0,5.0
221,51.20179999999982,6.824400000000048,5.0,6.0
222,51.20179999999982,6.825400000000048,5.0,6.0
223,51.20179999999982,6.826400000000048,5.0,6.0
224,51.20179999999982,6.827400000000049,5.0,8.0
225,51.20179999999982,6.828400000000049,5.0,8.0
226,51.20279999999982,6.819400000000046,3.0,1.0
227,51.20279999999982,6.820400000000046,4.0,3.0
228,51.20279999999982,6.821400000000047,5.0,4.0
229,51.20279999999982,6.822400000000047,4.0,5.0
230,51.20279999999982,6.823400000000047,5.0,5.0
231,51.20279999999982,6.824400000000048,5.0,6.0
232,51.20279999999982,6.825400000000048,5.0,6.0
233,51.20279999999982,6.826400000000048,5.0,6.0
234,51.20279999999982,6.827400000000049,5.0,6.0
235,51.20279999999982,6.828400000000049,5.0,6.0
236,51.203799999999816,6.819400000000046,5.0,1.0
237,51.203799999999816,6.820400000000046,6.0,3.0
238,51.203799999999816,6.821400000000047,7.0,4.0
239,51.203799999999816,6.822400000000047,6.0,5.0
240,51.203799999999816,6.823400000000047,6.0,5.0
241,51.203799999999816,6.824400000000048,5.0,6.0
242,51.203799999999816,6.825400000000048,5.0,6.0
243,51.203799999999816,6.826400000000048,5.0,6.0
244,51.203799999999816,6.827400000000049,5.0,6.0
245,51.203799999999816,6.828400000000049,5.0,6.0
246,51.204799999999814,6.819400000000046,5.0,1.0
247,51.204799999999814,6.820400000000046,6.0,3.0
248,51.204799999999814,6.821400000000047,7.0,4.0
249,51.204799999999814,6.822400000000047,6.0,5.0
250,51.204799999999814,6.823400000000047,6.0,5.0
251,51.204799999999814,6.824400000000048,5.0,6.0
252,51.204799999999814,6.825400000000048,5.0,6.0
253,51.204799999999814,6.826400000000048,5.0,6.0
254,51.204799999999814,6.827400000000049,5.0,6.0
255,51.204799999999814,6.828400000000049,5.0,6.0
256,51.20579999999981,6.819400000000046,5.0,1.0
257,51.20579999999981,6.820400000000046,6.0,3.0
258,51.20579999999981,6.821400000000047,7.0,4.0
259,51.20579999999981,6.822400000000047,6.0,5.0
260,51.20579999999981,6.823400000000047,6.0,5.0
261,51.20579999999981,6.824400000000048,5.0,5.0
262,51.20579999999981,6.825400000000048,5.0,5.0
263,51.20579999999981,6.826400000000048,5.0,5.0
264,51.20579999999981,6.827400000000049,5.0,5.0
265,51.20579999999981,6.828400000000049,5.0,6.0
266,51.20679999999981,6.819400000000046,5.0,2.0
267,51.20679999999981,6.820400000000046,6.0,4.0
268,51.20679999999981,6.821400000000047,7.0,5.0
269,51.20679999999981,6.822400000000047,6.0,5.0
270,51.20679999999981,6.823400000000047,5.0,5.0
271,51.20679999999981,6.824400000000048,4.0,5.0
272,51.20679999999981,6.825400000000048,4.0,5.0
273,51.20679999999981,6.826400000000048,4.0,4.0
274,51.20679999999981,6.827400000000049,4.0,4.0
275,51.20679999999981,6.828400000000049,4.0,4.0
276,51.20779999999981,6.819400000000046,4.0,3.0
277,51.20779999999981,6.820400000000046,5.0,5.0
278,51.20779999999981,6.821400000000047,6.0,5.0
279,51.20779999999981,6.822400000000047,6.0,5.0
280,51.20779999999981,6.823400000000047,5.0,4.0
281,51.20779999999981,6.824400000000048,4.0,4.0
282,51.20779999999981,6.825400000000048,4.0,4.0
283,51.20779999999981,6.826400000000048,4.0,3.0
284,51.20779999999981,6.827400000000049,4.0,3.0
285,51.20779999999981,6.828400000000049,4.0,3.0
286,51.208799999999805,6.819400000000046,4.0,3.0
287,51.208799999999805,6.820400000000046,4.0,3.0
288,51.208799999999805,6.821400000000047,4.0,3.0
289,51.208799999999805,6.822400000000047,4.0,3.0
290,51.208799999999805,6.823400000000047,3.0,2.0
291,51.208799999999805,6.824400000000048,2.0,2.0
292,51.208799999999805,6.825400000000048,2.0,2.0
293,51.208799999999805,6.826400000000048,2.0,1.0
294,51.208799999999805,6.827400000000049,2.0,1.0
295,51.208799999999805,6.828400000000049,2.0,1.0
296,51.20779999999981,6.783400000000034,9.0,7.0
297,51.20779999999981,6.784400000000034,11.0,7.0
298,51.20779999999981,6.785400000000035,8.0,7.0
299,51.20779999999981,6.786400000000035,11.0,6.0
300,51.20779999999981,6.787400000000035,11.0,5.0
301,51.20779999999981,6.788400000000036,10.0,4.0
302,51.20779999999981,6.789400000000036,9.0,5.0
303,51.20779999999981,6.790400000000036,9.0,4.0
304,51.20779999999981,6.791400000000037,8.0,4.0
305,51.20779999999981,6.792400000000037,9.0,3.0
306,51.208799999999805,6.783400000000034,9.0,7.0
307,51.208799999999805,6.784400000000034,11.0,7.0
308,51.208799999999805,6.785400000000035,8.0,7.0
309,51.208799999999805,6.786400000000035,11.0,6.0
310,51.208799999999805,6.787400000000035,11.0,5.0
311,51.208799999999805,6.788400000000036,10.0,4.0
312,51.208799999999805,6.789400000000036,9.0,5.0
313,51.208799999999805,6.790400000000036,9.0,4.0
314,51.208799999999805,6.791400000000037,8.0,4.0
315,51.208799999999805,6.792400000000037,9.0,3.0
316,51.2097999999998,6.783400000000034,10.0,11.0
317,51.2097999999998,6.784400000000034,13.0,15.0
318,51.2097999999998,6.785400000000035,12.0,15.0
319,51.2097999999998,6.786400000000035,15.0,13.0
320,51.2097999999998,6.787400000000035,15.0,12.0
321,51.2097999999998,6.788400000000036,14.0,10.0
322,51.2097999999998,6.789400000000036,13.0,11.0
323,51.2097999999998,6.790400000000036,12.0,10.0
324,51.2097999999998,6.791400000000037,11.0,10.0
325,51.2097999999998,6.792400000000037,12.0,9.0
326,51.2107999999998,6.783400000000034,10.0,12.0
327,51.2107999999998,6.784400000000034,14.0,17.0
328,51.2107999999998,6.785400000000035,13.0,17.0
329,51.2107999999998,6.786400000000035,16.0,15.0
330,51.2107999999998,6.787400000000035,16.0,14.0
331,51.2107999999998,6.788400000000036,15.0,12.0
332,51.2107999999998,6.789400000000036,14.0,13.0
333,51.2107999999998,6.790400000000036,13.0,12.0
334,51.2107999999998,6.791400000000037,12.0,12.0
335,51.2107999999998,6.792400000000037,13.0,11.0
336,51.2117999999998,6.788400000000036,19.0,14.0
337,51.2117999999998,6.789400000000036,18.0,15.0
338,51.2117999999998,6.790400000000036,17.0,14.0
339,51.2117999999998,6.791400000000037,16.0,14.0
340,51.2117999999998,6.792400000000037,16.0,11.0
341,51.212799999999795,6.788400000000036,19.0,15.0
342,51.212799999999795,6.789400000000036,18.0,15.0
343,51.212799999999795,6.790400000000036,16.0,14.0
344,51.212799999999795,6.791400000000037,16.0,14.0
345,51.212799999999795,6.792400000000037,16.0,11.0
346,51.21379999999979,6.788400000000036,18.0,21.0
347,51.21379999999979,6.789400000000036,18.0,20.0
348,51.21379999999979,6.790400000000036,16.0,19.0
349,51.21379999999979,6.791400000000037,16.0,19.0
350,51.21379999999979,6.792400000000037,16.0,16.0
351,51.20579999999981,6.786400000000035,7.0,4.0
352,51.20579999999981,6.787400000000035,6.0,3.0
353,51.20579999999981,6.788400000000036,5.0,2.0
354,51.20579999999981,6.789400000000036,4.0,3.0
355,51.20579999999981,6.790400000000036,4.0,3.0
356,51.20579999999981,6.791400000000037,3.0,3.0
357,51.20579999999981,6.792400000000037,4.0,2.0
358,51.20579999999981,6.793400000000037,5.0,1.0
359,51.20579999999981,6.794400000000038,5.0,2.0
360,51.20579999999981,6.795400000000038,6.0,2.0
361,51.20679999999981,6.786400000000035,10.0,4.0
362,51.20679999999981,6.787400000000035,9.0,3.0
363,51.20679999999981,6.788400000000036,8.0,2.0
364,51.20679999999981,6.789400000000036,7.0,3.0
365,51.20679999999981,6.790400000000036,7.0,3.0
366,51.20679999999981,6.791400000000037,6.0,3.0
367,51.20679999999981,6.792400000000037,7.0,2.0
368,51.20679999999981,6.793400000000037,8.0,1.0
369,51.20679999999981,6.794400000000038,6.0,2.0
370,51.20679999999981,6.795400000000038,7.0,2.0
371,51.20779999999981,6.793400000000037,9.0,2.0
372,51.20779999999981,6.794400000000038,8.0,3.0
373,51.20779999999981,6.795400000000038,9.0,3.0
374,51.208799999999805,6.793400000000037,9.0,2.0
375,51.208799999999805,6.794400000000038,8.0,3.0
376,51.208799999999805,6.795400000000038,9.0,3.0
377,51.2097999999998,6.793400000000037,12.0,8.0
378,51.2097999999998,6.794400000000038,10.0,4.0
379,51.2097999999998,6.795400000000038,9.0,3.0
380,51.2107999999998,6.793400000000037,13.0,9.0
381,51.2107999999998,6.794400000000038,10.0,3.0
382,51.2107999999998,6.795400000000038,9.0,2.0
383,51.2117999999998,6.793400000000037,14.0,10.0
384,51.2117999999998,6.794400000000038,11.0,3.0
385,51.2117999999998,6.795400000000038,10.0,2.0
386,51.212799999999795,6.793400000000037,14.0,10.0
387,51.212799999999795,6.794400000000038,11.0,4.0
388,51.212799999999795,6.795400000000038,10.0,3.0
389,51.21379999999979,6.793400000000037,14.0,15.0
390,51.21379999999979,6.794400000000038,11.0,9.0
391,51.21379999999979,6.795400000000038,11.0,4.0
392,51.191799999999844,6.776400000000032,4.0,2.0
393,51.191799999999844,6.777400000000032,4.0,2.0
394,51.191799999999844,6.778400000000032,5.0,2.0
395,51.191799999999844,6.779400000000033,5.0,3.0
396,51.191799999999844,6.780400000000033,5.0,4.0
397,51.191799999999844,6.781400000000033,4.0,3.0
398,51.191799999999844,6.782400000000034,3.0,3.0
399,51.191799999999844,6.783400000000034,4.0,3.0
400,51.191799999999844,6.784400000000034,4.0,2.0
401,51.191799999999844,6.785400000000035,4.0,2.0
402,51.19279999999984,6.776400000000032,4.0,2.0
403,51.19279999999984,6.777400000000032,4.0,2.0
404,51.19279999999984,6.778400000000032,5.0,2.0
405,51.19279999999984,6.779400000000033,5.0,3.0
406,51.19279999999984,6.780400000000033,5.0,4.0
407,51.19279999999984,6.781400000000033,4.0,3.0
408,51.19279999999984,6.782400000000034,3.0,3.0
409,51.19279999999984,6.783400000000034,3.0,3.0
410,51.19279999999984,6.784400000000034,3.0,2.0
411,51.19279999999984,6.785400000000035,3.0,2.0
412,51.19379999999984,6.776400000000032,4.0,4.0
413,51.19379999999984,6.777400000000032,4.0,4.0
414,51.19379999999984,6.778400000000032,5.0,4.0
415,51.19379999999984,6.779400000000033,5.0,5.0
416,51.19379999999984,6.780400000000033,5.0,5.0
417,51.19379999999984,6.781400000000033,4.0,4.0
418,51.19379999999984,6.782400000000034,3.0,4.0
419,51.19379999999984,6.783400000000034,3.0,3.0
420,51.19379999999984,6.784400000000034,3.0,2.0
421,51.19379999999984,6.785400000000035,3.0,2.0
422,51.19479999999984,6.776400000000032,4.0,4.0
423,51.19479999999984,6.777400000000032,4.0,4.0
424,51.19479999999984,6.778400000000032,5.0,4.0
425,51.19479999999984,6.779400000000033,5.0,5.0
426,51.19479999999984,6.780400000000033,5.0,5.0
427,51.19479999999984,6.781400000000033,4.0,4.0
428,51.19479999999984,6.782400000000034,3.0,4.0
429,51.19479999999984,6.783400000000034,3.0,3.0
430,51.19479999999984,6.784400000000034,3.0,2.0
431,51.19479999999984,6.785400000000035,3.0,2.0
432,51.195799999999835,6.776400000000032,4.0,5.0
433,51.195799999999835,6.777400000000032,4.0,5.0
434,51.195799999999835,6.778400000000032,5.0,5.0
435,51.195799999999835,6.779400000000033,5.0,6.0
436,51.195799999999835,6.780400000000033,5.0,5.0
437,51.195799999999835,6.781400000000033,4.0,4.0
438,51.195799999999835,6.782400000000034,3.0,4.0
439,51.195799999999835,6.783400000000034,3.0,3.0
440,51.195799999999835,6.784400000000034,3.0,2.0
441,51.195799999999835,6.785400000000035,3.0,2.0
442,51.19679999999983,6.776400000000032,5.0,5.0
443,51.19679999999983,6.777400000000032,5.0,5.0
444,51.19679999999983,6.778400000000032,5.0,5.0
445,51.19679999999983,6.779400000000033,5.0,6.0
446,51.19679999999983,6.780400000000033,5.0,5.0
447,51.19679999999983,6.781400000000033,4.0,4.0
448,51.19679999999983,6.782400000000034,3.0,4.0
449,51.19679999999983,6.783400000000034,3.0,3.0
450,51.19679999999983,6.784400000000034,3.0,2.0
451,51.19679999999983,6.785400000000035,3.0,2.0
452,51.19779999999983,6.776400000000032,5.0,5.0
453,51.19779999999983,6.777400000000032,5.0,5.0
454,51.19779999999983,6.778400000000032,5.0,5.0
455,51.19779999999983,6.779400000000033,5.0,6.0
456,51.19779999999983,6.780400000000033,5.0,5.0
457,51.19779999999983,6.781400000000033,4.0,4.0
458,51.19779999999983,6.782400000000034,3.0,4.0
459,51.19779999999983,6.783400000000034,3.0,3.0
460,51.19779999999983,6.784400000000034,3.0,2.0
461,51.19779999999983,6.785400000000035,3.0,2.0
462,51.19879999999983,6.776400000000032,4.0,8.0
463,51.19879999999983,6.777400000000032,4.0,7.0
464,51.19879999999983,6.778400000000032,4.0,5.0
465,51.19879999999983,6.779400000000033,4.0,6.0
466,51.19879999999983,6.780400000000033,4.0,5.0
467,51.19879999999983,6.781400000000033,4.0,4.0
468,51.19879999999983,6.782400000000034,3.0,4.0
469,51.19879999999983,6.783400000000034,3.0,2.0
470,51.19879999999983,6.784400000000034,3.0,2.0
471,51.19879999999983,6.785400000000035,3.0,2.0
472,51.199799999999826,6.776400000000032,3.0,10.0
473,51.199799999999826,6.777400000000032,3.0,8.0
474,51.199799999999826,6.778400000000032,2.0,6.0
475,51.199799999999826,6.779400000000033,2.0,6.0
476,51.199799999999826,6.780400000000033,2.0,4.0
477,51.199799999999826,6.781400000000033,2.0,3.0
478,51.199799999999826,6.782400000000034,2.0,2.0
479,51.199799999999826,6.783400000000034,2.0,0.0
480,51.199799999999826,6.784400000000034,2.0,0.0
481,51.199799999999826,6.785400000000035,2.0,0.0
482,51.20079999999982,6.776400000000032,5.0,13.0
483,51.20079999999982,6.777400000000032,5.0,9.0
484,51.20079999999982,6.778400000000032,4.0,6.0
485,51.20079999999982,6.779400000000033,3.0,6.0
486,51.20079999999982,6.780400000000033,3.0,4.0
487,51.20079999999982,6.781400000000033,3.0,3.0
488,51.20079999999982,6.782400000000034,3.0,2.0
489,51.20079999999982,6.783400000000034,2.0,0.0
490,51.20079999999982,6.784400000000034,2.0,0.0
491,51.20079999999982,6.785400000000035,2.0,0.0
492,51.2117999999998,6.798400000000039,7.0,4.0
493,51.2117999999998,6.799400000000039,7.0,3.0
494,51.2117999999998,6.80040000000004,7.0,4.0
495,51.2117999999998,6.80140000000004,7.0,4.0
496,51.2117999999998,6.80240000000004,6.0,5.0
497,51.2117999999998,6.803400000000041,5.0,5.0
498,51.2117999999998,6.804400000000041,4.0,5.0
499,51.2117999999998,6.805400000000041,3.0,5.0
500,51.2117999999998,6.806400000000042,3.0,5.0
501,51.2117999999998,6.807400000000042,3.0,3.0
502,51.212799999999795,6.798400000000039,6.0,6.0
503,51.212799999999795,6.799400000000039,6.0,5.0
504,51.212799999999795,6.80040000000004,6.0,6.0
505,51.212799999999795,6.80140000000004,6.0,6.0
506,51.212799999999795,6.80240000000004,5.0,7.0
507,51.212799999999795,6.803400000000041,4.0,7.0
508,51.212799999999795,6.804400000000041,3.0,6.0
509,51.212799999999795,6.805400000000041,2.0,6.0
510,51.212799999999795,6.806400000000042,2.0,5.0
511,51.212799999999795,6.807400000000042,2.0,3.0
512,51.21379999999979,6.798400000000039,6.0,4.0
513,51.21379999999979,6.799400000000039,6.0,4.0
514,51.21379999999979,6.80040000000004,6.0,5.0
515,51.21379999999979,6.80140000000004,6.0,5.0
516,51.21379999999979,6.80240000000004,5.0,6.0
517,51.21379999999979,6.803400000000041,4.0,5.0
518,51.21379999999979,6.804400000000041,3.0,3.0
519,51.21379999999979,6.805400000000041,1.0,3.0
520,51.21379999999979,6.806400000000042,2.0,2.0
521,51.21379999999979,6.807400000000042,2.0,2.0
522,51.21479999999979,6.798400000000039,6.0,4.0
523,51.21479999999979,6.799400000000039,6.0,4.0
524,51.21479999999979,6.80040000000004,6.0,5.0
525,51.21479999999979,6.80140000000004,6.0,5.0
526,51.21479999999979,6.80240000000004,5.0,6.0
527,51.21479999999979,6.803400000000041,4.0,5.0
528,51.21479999999979,6.804400000000041,3.0,3.0
529,51.21479999999979,6.805400000000041,1.0,3.0
530,51.21479999999979,6.806400000000042,2.0,2.0
531,51.21479999999979,6.807400000000042,2.0,2.0
532,51.21579999999979,6.798400000000039,4.0,5.0
533,51.21579999999979,6.799400000000039,4.0,5.0
534,51.21579999999979,6.80040000000004,4.0,6.0
535,51.21579999999979,6.80140000000004,4.0,7.0
536,51.21579999999979,6.80240000000004,4.0,8.0
